opportunity_id,primary_savings_model_id,secondary_savings_model_ids,value_roles,business_relevance,affected_bill_types,required_bill_fields,optional_bill_fields,required_non_bill_inputs,incentive_value_method,project_cost_estimation_method,calculation_readiness,confidence,manual_review_required
"SOURCE_DSIRE:dsire_program_id:5698","tax_benefit_project_cost_reduction","electric_usage_reduction|solar_electric_offset","bill_savings|tax_benefit","mixed","none|electric","project_cost_estimate|tax_entity_type","ownership_status|tax_appetite_unknown|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|time_of_use_periods|demand_charges","equipment_category","tax_credit","benchmark_range","needs_tax_review","medium","true"
"SOURCE_SDGE_BUSINESS:program_url:caenergywise_com_instant_rebates","project_cost_reduction_only","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount|quote_date","equipment_category","per_unit","benchmark_range","needs_equipment_details","high","false"
"SOURCE_DSIRE:dsire_program_id:2212","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:233","financing_cash_flow","","financing","public_nonprofit_only","none","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount","equipment_category","financing","contractor_quote_required","needs_quote","high","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:RFP-24-301","grant_funding","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:22240","grant_funding","","upfront_cost_reduction","unknown","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","low","true"
"SOURCE_SILICON_VALLEY_POWER:svp_source_section:6e6b359eb5fc98c0:energy-efficiency-grant-program-for-nonprofit-organizations","grant_funding","electric_usage_reduction|hvac_electric_efficiency","bill_savings|upfront_cost_reduction","public_nonprofit_only","none|electric","project_cost_estimate","contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|peak_kw|demand_charges","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:5520","financing_cash_flow","","financing","business_relevant","none","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount","equipment_category","financing","contractor_quote_required","needs_quote","high","false"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:GFO-21-605","grant_funding","ev_charging_site_load","bill_savings|upfront_cost_reduction","business_relevant","none|electric","project_cost_estimate","contractor_quote_amount|peak_kw|demand_charge_rate|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:3036","sales_or_property_tax_exemption","solar_electric_offset","bill_savings|tax_benefit","mixed","none|electric","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount|time_of_use_periods|demand_charges|generation_charges|delivery_charges","equipment_category","tax_exemption","benchmark_range","needs_tax_review","medium","true"
"SOURCE_DSIRE:dsire_program_id:22349","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:364","no_direct_savings","","no_direct_savings","public_nonprofit_only","none","","","","unknown","unknown","unknown","low","true"
"SOURCE_DSIRE:dsire_program_id:2042","financing_cash_flow","electric_usage_reduction|hvac_electric_efficiency|motor_vfd_efficiency|commercial_kitchen_equipment_efficiency|ev_charging_site_load|battery_tou_demand_savings|water_sewer_reduction","bill_savings|financing","mixed","none|electric|water_sewer","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|peak_kw|demand_charges|demand_charge_rate|annual_therms|average_cost_per_therm|annual_water_use|annual_water_cost|annual_sewer_cost|time_of_use_periods|annual_kwh|monthly_peak_kw|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","equipment_category","financing","contractor_quote_required","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:1949","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:22654","pace_or_on_bill_financing","","financing","business_relevant","none","project_cost_estimate|financing_term_years|interest_rate","ownership_status|down_payment|annual_electric_cost|annual_gas_cost","ownership_status","financing","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:5412","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","business_relevant","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:22280","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:5630","grant_funding","solar_electric_offset","bill_savings|upfront_cost_reduction","business_relevant","none|electric","project_cost_estimate","contractor_quote_amount|time_of_use_periods|demand_charges|generation_charges|delivery_charges","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:4371","controls_building_automation","","bill_savings|upfront_cost_reduction","business_relevant","electric","annual_kwh|rate_schedule","annual_therms|peak_kw|demand_charges|time_of_use_periods","square_footage|equipment_category","per_unit","benchmark_range","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:2354","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|controls_building_automation|commercial_kitchen_equipment_efficiency|battery_tou_demand_savings","bill_savings|upfront_cost_reduction","business_relevant","electric|gas","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|time_of_use_periods|annual_water_use|annual_water_cost|annual_sewer_cost|annual_kwh|monthly_peak_kw","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:3682","project_cost_reduction_only","","upfront_cost_reduction","mixed","none","project_cost_estimate","contractor_quote_amount|quote_date","equipment_category","per_unit","benchmark_range","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:3831","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency|controls_building_automation","bill_savings|upfront_cost_reduction","business_relevant","electric|gas","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|time_of_use_periods","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:2120","electric_usage_reduction","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","annual_kwh|annual_electric_cost|average_cost_per_kwh","monthly_kwh|rate_schedule|delivery_charges|generation_charges|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_unit","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:3025","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation|battery_tou_demand_savings","bill_savings|upfront_cost_reduction","residential_only","electric|gas","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|time_of_use_periods|annual_kwh|monthly_peak_kw","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:3617","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","business_relevant","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_SILICON_VALLEY_POWER:svp_source_section:6849d4cc60567610:custom-measure-rebates-heat-recovery-chillers-and-heat-pump-pool-heaters","hvac_electric_efficiency","project_cost_reduction_only","bill_savings|upfront_cost_reduction","business_relevant","electric|none","annual_kwh|annual_electric_cost|average_cost_per_kwh","monthly_kwh|peak_kw|demand_charges|rate_schedule|contractor_quote_amount|quote_date","equipment_category|square_footage","per_unit","cost_per_unit","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:2689","whole_building_custom_efficiency","hvac_electric_efficiency|gas_usage_reduction|controls_building_automation|commercial_kitchen_equipment_efficiency|battery_tou_demand_savings|water_sewer_reduction","bill_savings|upfront_cost_reduction","business_relevant","electric|gas|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|demand_charges|rate_schedule|monthly_therms|gas_rate_schedule|time_of_use_periods|annual_water_use|annual_water_cost|annual_sewer_cost|annual_kwh|monthly_peak_kw|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:22276","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","business_relevant","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:3074","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation|battery_tou_demand_savings|water_sewer_reduction","bill_savings|upfront_cost_reduction","business_relevant","electric|gas|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|time_of_use_periods|annual_kwh|monthly_peak_kw|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:22187","grant_funding","ev_charging_site_load","bill_savings|upfront_cost_reduction","business_relevant","none|electric","project_cost_estimate","contractor_quote_amount|peak_kw|demand_charge_rate|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:180","sales_or_property_tax_exemption","electric_usage_reduction|solar_electric_offset","bill_savings|tax_benefit","mixed","none|electric","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|time_of_use_periods|demand_charges","equipment_category","tax_exemption","benchmark_range","needs_tax_review","medium","true"
