opportunity_id,primary_savings_model_id,secondary_savings_model_ids,value_roles,business_relevance,affected_bill_types,required_bill_fields,optional_bill_fields,required_non_bill_inputs,incentive_value_method,project_cost_estimation_method,calculation_readiness,confidence,manual_review_required
"SOURCE_DSIRE:dsire_program_id:1811","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation|commercial_kitchen_equipment_efficiency|water_sewer_reduction","bill_savings|upfront_cost_reduction","residential_only","electric|gas|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|time_of_use_periods|annual_water_use|annual_water_cost|annual_sewer_cost|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_url_hash:url_hash:23276627d0fb0c98","grant_funding","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:2124","hvac_electric_efficiency","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","annual_kwh|annual_electric_cost|average_cost_per_kwh","monthly_kwh|peak_kw|demand_charges|rate_schedule|contractor_quote_amount|quote_date","equipment_category|square_footage","per_unit","cost_per_unit","needs_bill","low","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:RFP-22-803","grant_funding","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","medium","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_url_hash:url_hash:77fb1c936a0c0a6a","grant_funding","electric_usage_reduction","bill_savings|upfront_cost_reduction","business_relevant","none|electric","project_cost_estimate","contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:22317","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:22580","battery_tou_demand_savings","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","electric|none","rate_schedule|time_of_use_periods|peak_kw|demand_charges|demand_charge_rate|monthly_kwh","annual_kwh|monthly_peak_kw|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_kwh_storage","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:1522","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation|commercial_kitchen_equipment_efficiency|water_sewer_reduction","bill_savings|upfront_cost_reduction","residential_only","electric|gas|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|time_of_use_periods|annual_water_use|annual_water_cost|annual_sewer_cost|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:22176","grant_funding","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:5487","program_rule_value_only","","policy_or_permitting","business_relevant","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:1368","refrigeration_electric_efficiency","electric_usage_reduction","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","monthly_kwh|peak_kw|demand_charges|rate_schedule|delivery_charges|generation_charges","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:5828","hvac_electric_efficiency","project_cost_reduction_only","bill_savings|upfront_cost_reduction","business_relevant","electric|none","annual_kwh|annual_electric_cost|average_cost_per_kwh","monthly_kwh|peak_kw|demand_charges|rate_schedule|contractor_quote_amount|quote_date","equipment_category|square_footage","per_unit","cost_per_unit","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:3135","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:3716","program_rule_value_only","","policy_or_permitting","business_relevant","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:4362","tax_benefit_project_cost_reduction","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency|controls_building_automation|commercial_kitchen_equipment_efficiency|water_sewer_reduction","bill_savings|tax_benefit","unknown","none|electric|gas|water_sewer","project_cost_estimate|tax_entity_type","ownership_status|tax_appetite_unknown|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|peak_kw|demand_charges|monthly_therms|gas_rate_schedule|demand_charge_rate|annual_therms|time_of_use_periods|average_cost_per_therm|annual_water_use|annual_water_cost|annual_sewer_cost|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","equipment_category","tax_credit","benchmark_range","needs_tax_review","low","true"
"SOURCE_DSIRE:dsire_program_id:4533","grant_funding","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency","bill_savings|upfront_cost_reduction","residential_only","none|electric|gas","project_cost_estimate","contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|peak_kw|demand_charges|monthly_therms|gas_rate_schedule|demand_charge_rate","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:22223","grant_funding","controls_building_automation","bill_savings|upfront_cost_reduction","public_nonprofit_only","none|electric","project_cost_estimate","contractor_quote_amount|annual_therms|peak_kw|demand_charges|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:3286","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation|water_sewer_reduction","bill_savings|upfront_cost_reduction","residential_only","electric|gas|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|time_of_use_periods|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:4386","interconnection_or_grid_access_value","","policy_or_permitting","mixed","none","","utility_provider|service_address|rate_schedule","equipment_category|project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:4283","pace_or_on_bill_financing","","financing","mixed","none","project_cost_estimate|financing_term_years|interest_rate","ownership_status|down_payment|annual_electric_cost|annual_gas_cost","ownership_status","financing","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:22498","program_rule_value_only","","policy_or_permitting","residential_only","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:22566","battery_tou_demand_savings","project_cost_reduction_only","bill_savings|upfront_cost_reduction","public_nonprofit_only","electric|none","rate_schedule|time_of_use_periods|peak_kw|demand_charges|demand_charge_rate|monthly_kwh","annual_kwh|monthly_peak_kw|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_kwh_storage","needs_equipment_details","high","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:GFO-24-311","grant_funding","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:GFO-25-303","grant_funding","","upfront_cost_reduction","unknown","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:22363","program_rule_value_only","","policy_or_permitting","residential_only","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:2434","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:22479","interconnection_or_grid_access_value","","policy_or_permitting","business_relevant","none","","utility_provider|service_address|rate_schedule","equipment_category|project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:GFO-25-308","grant_funding","battery_tou_demand_savings","bill_savings|upfront_cost_reduction","business_relevant","none|electric","project_cost_estimate","contractor_quote_amount|annual_kwh|monthly_peak_kw","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:22166","fleet_fuel_replacement","ev_charging_site_load","bill_savings|upfront_cost_reduction","mixed","fuel|electric","annual_gallons|annual_fuel_cost|average_cost_per_gallon|vehicle_count","estimated_miles|fuel_type|monthly_fuel_cost|rate_schedule|average_cost_per_kwh|peak_kw|demand_charge_rate|time_of_use_periods","vehicle_count","per_unit","cost_per_unit","needs_equipment_details","high","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_url_hash:url_hash:29e6754836dac9df","grant_funding","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:4653","commercial_kitchen_equipment_efficiency","water_sewer_reduction","bill_savings|upfront_cost_reduction","business_relevant","electric|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|annual_water_use|annual_water_cost|annual_sewer_cost|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:3618","whole_building_custom_efficiency","hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency|controls_building_automation","bill_savings|upfront_cost_reduction","residential_only","electric|gas","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|demand_charges|rate_schedule|monthly_therms|gas_rate_schedule|time_of_use_periods","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:60","sales_or_property_tax_exemption","battery_tou_demand_savings","bill_savings|tax_benefit","unknown","none|electric","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount|annual_kwh|monthly_peak_kw","equipment_category","tax_exemption","benchmark_range","needs_tax_review","low","true"
"SOURCE_DSIRE:dsire_program_id:2735","solar_electric_offset","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","annual_kwh|monthly_kwh|average_cost_per_kwh|rate_schedule","time_of_use_periods|demand_charges|generation_charges|delivery_charges|contractor_quote_amount|quote_date","roof_area|ownership_status","per_kw","cost_per_kw","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:1487","electric_usage_reduction","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","annual_kwh|annual_electric_cost|average_cost_per_kwh","monthly_kwh|rate_schedule|delivery_charges|generation_charges|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_unit","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:21864","project_cost_reduction_only","","upfront_cost_reduction","mixed","none","project_cost_estimate","contractor_quote_amount|quote_date","equipment_category","per_unit","benchmark_range","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:3060","financing_cash_flow","hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation","bill_savings|financing","residential_only","none|electric|gas","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_kwh|peak_kw|demand_charges|rate_schedule|monthly_therms|gas_rate_schedule|demand_charge_rate|annual_therms|time_of_use_periods","equipment_category","financing","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:22279","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:5527","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","low","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_url_hash:url_hash:46a1b0e604da26d8","grant_funding","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:GFO-23-403","grant_funding","","upfront_cost_reduction","agriculture_only","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:4496","tax_benefit_project_cost_reduction","","tax_benefit","business_relevant","none","project_cost_estimate|tax_entity_type","ownership_status|tax_appetite_unknown|contractor_quote_amount","equipment_category","tax_credit","benchmark_range","needs_tax_review","medium","true"
"SOURCE_SDGE_BUSINESS:program_url:sdge_com_node_589","no_direct_savings","","no_direct_savings","business_relevant","none","","","","unknown","unknown","unknown","low","true"
"SOURCE_DSIRE:dsire_program_id:5398","water_sewer_reduction","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","water_sewer|none","annual_water_use|annual_water_cost|annual_sewer_cost","monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:3166","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|motor_vfd_efficiency|controls_building_automation|water_sewer_reduction","bill_savings|upfront_cost_reduction","residential_only","electric|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|time_of_use_periods|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:21861","grant_funding","electric_usage_reduction|solar_electric_offset|hvac_electric_efficiency|motor_vfd_efficiency|controls_building_automation|battery_tou_demand_savings","bill_savings|upfront_cost_reduction","business_relevant","none|electric","project_cost_estimate","contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|time_of_use_periods|demand_charges|peak_kw|demand_charge_rate|annual_therms|annual_kwh|monthly_peak_kw","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:22350","project_cost_reduction_only","","upfront_cost_reduction","mixed","none","project_cost_estimate","contractor_quote_amount|quote_date","equipment_category","per_unit","benchmark_range","needs_equipment_details","high","true"
"SOURCE_DSIRE:dsire_program_id:1106","net_metering_or_export_value","solar_electric_offset","bill_savings|policy_or_permitting","agriculture_only","electric","annual_kwh|monthly_kwh|rate_schedule","time_of_use_periods|generation_charges|delivery_charges|demand_charges","equipment_category|roof_area","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_code_title_hash:MI100F:8992eb88d22f","sales_or_property_tax_exemption","","tax_benefit","unknown","none","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount","equipment_category","tax_exemption","benchmark_range","needs_tax_review","low","true"
"SOURCE_DSIRE:dsire_program_id:5248","whole_building_custom_efficiency","hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation|commercial_kitchen_equipment_efficiency|water_sewer_reduction","bill_savings|upfront_cost_reduction","residential_only","electric|gas|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|demand_charges|rate_schedule|monthly_therms|gas_rate_schedule|time_of_use_periods|annual_water_use|annual_water_cost|annual_sewer_cost|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:192","sales_or_property_tax_exemption","battery_tou_demand_savings","bill_savings|tax_benefit","agriculture_only","none|electric","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount|annual_kwh|monthly_peak_kw","equipment_category","tax_exemption","benchmark_range","needs_tax_review","medium","true"
"SOURCE_DSIRE:dsire_program_id:22390","project_cost_reduction_only","","upfront_cost_reduction","public_nonprofit_only","none","project_cost_estimate","contractor_quote_amount|quote_date","equipment_category","per_unit","benchmark_range","needs_equipment_details","high","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:GFO-23-702","grant_funding","","upfront_cost_reduction","public_nonprofit_only","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","true"
"SOURCE_SDGE_BUSINESS:program_url:sdge_com_node_25406","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","business_relevant","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:22206","grant_funding","","upfront_cost_reduction","public_nonprofit_only","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:3721","whole_building_custom_efficiency","gas_usage_reduction|controls_building_automation|commercial_kitchen_equipment_efficiency|battery_tou_demand_savings","bill_savings|upfront_cost_reduction","business_relevant","electric|gas","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_therms|gas_rate_schedule|demand_charges|time_of_use_periods|annual_water_use|annual_water_cost|annual_sewer_cost|annual_kwh|monthly_peak_kw","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:22150","project_cost_reduction_only","","upfront_cost_reduction","unknown","none","project_cost_estimate","contractor_quote_amount|quote_date","equipment_category","per_unit","benchmark_range","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:22108","battery_tou_demand_savings","project_cost_reduction_only","bill_savings|upfront_cost_reduction","business_relevant","electric|none","rate_schedule|time_of_use_periods|peak_kw|demand_charges|demand_charge_rate|monthly_kwh","annual_kwh|monthly_peak_kw|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_kwh_storage","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:3139","fleet_fuel_replacement","ev_charging_site_load","bill_savings|upfront_cost_reduction","mixed","fuel|electric","annual_gallons|annual_fuel_cost|average_cost_per_gallon|vehicle_count","estimated_miles|fuel_type|monthly_fuel_cost|rate_schedule|average_cost_per_kwh|peak_kw|demand_charge_rate|time_of_use_periods","vehicle_count","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:4710","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","business_relevant","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:22226","grant_funding","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:2990","whole_building_custom_efficiency","hvac_electric_efficiency|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation|commercial_kitchen_equipment_efficiency|water_sewer_reduction","bill_savings|upfront_cost_reduction","residential_only","electric|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|demand_charges|rate_schedule|time_of_use_periods|annual_water_use|annual_water_cost|annual_sewer_cost|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:1570","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:2363","sales_or_property_tax_exemption","","tax_benefit","residential_only","none","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount","equipment_category","tax_exemption","benchmark_range","needs_tax_review","low","true"
"SOURCE_DSIRE:dsire_program_code_title_hash:NY98F:8923b34ebfda","sales_or_property_tax_exemption","","tax_benefit","residential_only","none","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount","equipment_category","tax_exemption","benchmark_range","needs_tax_review","low","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_url_hash:url_hash:3efbd94dadce6e57","grant_funding","electric_usage_reduction|ev_charging_site_load","bill_savings|upfront_cost_reduction","unknown","none|electric","project_cost_estimate","contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|peak_kw|demand_charge_rate|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:3071","financing_cash_flow","","financing","business_relevant","none","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount","equipment_category","financing","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:3931","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation|commercial_kitchen_equipment_efficiency","bill_savings|upfront_cost_reduction","residential_only","electric|gas","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|time_of_use_periods|annual_water_use|annual_water_cost|annual_sewer_cost","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:22212","tax_benefit_project_cost_reduction","ev_charging_site_load|battery_tou_demand_savings","bill_savings|tax_benefit","business_relevant","none|electric","project_cost_estimate|tax_entity_type","ownership_status|tax_appetite_unknown|contractor_quote_amount|peak_kw|demand_charge_rate|time_of_use_periods|annual_kwh|monthly_peak_kw","equipment_category","tax_credit","benchmark_range","needs_tax_review","medium","true"
"SOURCE_DSIRE:dsire_program_id:5543","pace_or_on_bill_financing","","financing","mixed","none","project_cost_estimate|financing_term_years|interest_rate","ownership_status|down_payment|annual_electric_cost|annual_gas_cost","ownership_status","financing","contractor_quote_required","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:3063","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency|controls_building_automation|water_sewer_reduction","bill_savings|upfront_cost_reduction","residential_only","electric|gas|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|time_of_use_periods|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:22789","grant_funding","","upfront_cost_reduction","public_nonprofit_only","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:3219","controls_building_automation","","bill_savings|upfront_cost_reduction","business_relevant","electric","annual_kwh|rate_schedule","annual_therms|peak_kw|demand_charges|time_of_use_periods","square_footage|equipment_category","per_unit","benchmark_range","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:22443","whole_building_custom_efficiency","hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation|water_sewer_reduction","bill_savings|upfront_cost_reduction","mixed","electric|gas|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|demand_charges|rate_schedule|monthly_therms|gas_rate_schedule|time_of_use_periods|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","medium","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:GFO-22-611","grant_funding","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:4290","solar_electric_offset","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","electric|none","annual_kwh|monthly_kwh|average_cost_per_kwh|rate_schedule","time_of_use_periods|demand_charges|generation_charges|delivery_charges|contractor_quote_amount|quote_date","roof_area|ownership_status","per_kw","cost_per_kw","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_code_title_hash:GA38F:b64502dca8d5","no_direct_savings","","no_direct_savings","residential_only","none","","","","unknown","unknown","unknown","low","true"
"SOURCE_DSIRE:dsire_program_id:3467","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
